customer_id,member_id,survey_date,nps_score,category,feedback,survey_channel,response_time_hours
702,7116,,9,promoter,Support team is incredibly responsive and helpful.,,
144,4905,,4,detractor,Admin settings are a nightmare to configure.,email,50.2
334,4075,,7,passive,,,
1047,3642,,10,promoter,The Gantt charts are exactly what we needed.,,
1134,8191,,8,passive,Solid tool but UI could be more intuitive.,email,
197,7000,,8,passive,,sms,
901,3807,,4,detractor,Way too expensive for what it offers.,,
339,1773,,5,detractor,Way too expensive for what it offers.,email,
976,3226,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,54.5
791,7364,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
618,7641,,7,passive,Would be better with better export options.,email,
1030,6208,,7,passive,"OK for basic project management, nothing special.",email,
819,356,,6,detractor,Integration with our tools doesn't work properly.,in_app,
713,6842,,4,detractor,Support takes forever to respond to tickets.,,4.7
1059,1815,,8,passive,Works fine but the mobile app needs improvement.,in_app,
803,6508,,8,passive,,,
1119,3632,,8,passive,,email,26.0
921,8461,,8,passive,Gets the job done but competitor X has better reporting.,,
675,1065,,9,promoter,Custom workflows are a game changer for our process.,sms,
546,3275,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
266,5541,,10,promoter,"Mobile app works great, can manage tasks on the go.",sms,48.7
797,2770,,6,detractor,Admin settings are a nightmare to configure.,,
1058,3872,,5,detractor,Switched from competitor and regret it honestly.,,
8,5084,,8,passive,Would be better with better export options.,sms,20.1
626,6303,,8,passive,"Decent, but the pricing is a bit high for what you get.",,54.2
931,298,,7,passive,"Some features feel half-baked, like time tracking.",sms,
660,8080,,7,passive,Good product but could use more integrations.,email,
1135,1493,,3,detractor,Integration with our tools doesn't work properly.,,
1033,4058,,5,detractor,Support takes forever to respond to tickets.,sms,55.3
594,7158,,10,promoter,The API is well-documented and easy to integrate with.,sms,43.8
854,1757,,10,promoter,"Onboarding was smooth, team was productive within a day.",,
418,3981,,10,promoter,Best project management tool we've used. Highly recommend.,,
422,8056,,10,promoter,Support team is incredibly responsive and helpful.,,52.1
72,7328,,9,promoter,The Gantt charts are exactly what we needed.,in_app,
316,4433,,8,passive,Would be better with better export options.,,
1005,3576,,9,promoter,"Mobile app works great, can manage tasks on the go.",sms,
1181,4927,,6,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,
716,3470,,6,detractor,Mobile app crashes constantly on Android.,,49.0
1077,1812,,6,detractor,"Too slow, especially with large projects.",in_app,
493,5451,,8,passive,Gets the job done but competitor X has better reporting.,email,
958,3383,,8,passive,Gets the job done but competitor X has better reporting.,,13.4
675,1698,,6,detractor,Switched from competitor and regret it honestly.,email,
631,5299,,5,detractor,Way too expensive for what it offers.,sms,
236,1047,,4,detractor,Support takes forever to respond to tickets.,,
707,5135,,10,promoter,"Mobile app works great, can manage tasks on the go.",sms,
87,564,,6,detractor,"Too slow, especially with large projects.",,
1070,6002,,8,passive,Solid tool but UI could be more intuitive.,email,29.2
823,8317,,8,passive,"OK for basic project management, nothing special.",,
111,2497,,6,detractor,Mobile app crashes constantly on Android.,sms,
308,3358,,10,promoter,Reporting features give us exactly the insights we need.,sms,
1091,5556,,6,detractor,Way too expensive for what it offers.,,
791,4988,,5,detractor,Mobile app crashes constantly on Android.,,
318,4428,,6,detractor,Admin settings are a nightmare to configure.,in_app,
276,1199,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,
344,490,,8,passive,Gets the job done but competitor X has better reporting.,in_app,
244,6756,,8,passive,Would be better with better export options.,email,
660,5078,,10,promoter,Best project management tool we've used. Highly recommend.,,2.2
699,2035,,9,promoter,Support team is incredibly responsive and helpful.,sms,30.6
1103,5604,,6,detractor,Support takes forever to respond to tickets.,,
28,7419,,1,detractor,Switched from competitor and regret it honestly.,sms,
121,2408,,6,detractor,Mobile app crashes constantly on Android.,email,68.5
235,1173,,6,detractor,Mobile app crashes constantly on Android.,sms,
373,3028,,9,promoter,The API is well-documented and easy to integrate with.,sms,
1009,3041,,9,promoter,The API is well-documented and easy to integrate with.,,
274,5374,,9,promoter,Reporting features give us exactly the insights we need.,,60.2
936,2095,,5,detractor,Bugs everywhere. Feels like we're beta testing.,email,
487,1071,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
55,5225,,2,detractor,Lost data after an update. Very disappointed.,,54.7
91,6457,,10,promoter,"Great product, easy to use. Team adopted it quickly.",email,
56,6637,,3,detractor,Support takes forever to respond to tickets.,,
528,1679,,5,detractor,Switched from competitor and regret it honestly.,sms,
185,6894,,8,passive,,,
94,3582,,6,detractor,Admin settings are a nightmare to configure.,,
510,5464,,4,detractor,Mobile app crashes constantly on Android.,,
444,8411,,6,detractor,Way too expensive for what it offers.,email,
150,5882,,7,passive,"Decent, but the pricing is a bit high for what you get.",email,
1038,5413,,5,detractor,Way too expensive for what it offers.,,
650,908,,10,promoter,Reporting features give us exactly the insights we need.,,21.2
1066,3023,,1,detractor,Switched from competitor and regret it honestly.,sms,
350,4049,,10,promoter,Best project management tool we've used. Highly recommend.,,
902,7513,,9,promoter,The API is well-documented and easy to integrate with.,sms,70.9
759,6058,,7,passive,"OK for basic project management, nothing special.",,64.6
890,840,,8,passive,Solid tool but UI could be more intuitive.,sms,
692,2085,,4,detractor,Integration with our tools doesn't work properly.,,
289,6119,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
672,93,,10,promoter,"Mobile app works great, can manage tasks on the go.",,29.0
117,3854,,10,promoter,"Onboarding was smooth, team was productive within a day.",sms,
630,3223,,6,detractor,Switched from competitor and regret it honestly.,,45.0
950,2416,,8,passive,Gets the job done but competitor X has better reporting.,,
661,823,,6,detractor,Integration with our tools doesn't work properly.,sms,28.5
484,7954,,6,detractor,The interface is confusing and hard to navigate.,,
235,5265,,0,detractor,Mobile app crashes constantly on Android.,,
437,447,,5,detractor,Bugs everywhere. Feels like we're beta testing.,sms,69.8
1096,1917,,9,promoter,Support team is incredibly responsive and helpful.,sms,
633,4548,,6,detractor,The interface is confusing and hard to navigate.,sms,34.8
288,1400,,10,promoter,"Onboarding was smooth, team was productive within a day.",email,
539,2775,,8,passive,"OK for basic project management, nothing special.",in_app,
520,4692,,6,detractor,Bugs everywhere. Feels like we're beta testing.,email,
1138,5652,,9,promoter,The API is well-documented and easy to integrate with.,,71.9
800,5754,,8,passive,Solid tool but UI could be more intuitive.,in_app,
236,8191,,8,passive,,,
932,558,,10,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
895,8455,,7,passive,"OK for basic project management, nothing special.",email,
913,2238,,9,promoter,Reporting features give us exactly the insights we need.,,
346,7052,,5,detractor,Support takes forever to respond to tickets.,,
842,2666,,9,promoter,The Gantt charts are exactly what we needed.,,47.0
473,4158,,5,detractor,Lost data after an update. Very disappointed.,sms,62.5
1076,2876,,7,passive,"Some features feel half-baked, like time tracking.",sms,
411,5255,,8,passive,Good product but could use more integrations.,sms,
486,4580,,9,promoter,Custom workflows are a game changer for our process.,,
692,4909,,6,detractor,Switched from competitor and regret it honestly.,,
83,1075,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
743,4997,,8,passive,"Some features feel half-baked, like time tracking.",,
807,8498,,5,detractor,Switched from competitor and regret it honestly.,email,
787,6216,,1,detractor,Admin settings are a nightmare to configure.,in_app,38.6
226,2199,,9,promoter,Best project management tool we've used. Highly recommend.,,
898,4805,,7,passive,Good product but could use more integrations.,in_app,27.5
1173,4749,,7,passive,Works fine but the mobile app needs improvement.,,62.7
956,7582,,9,promoter,Love the AI task suggestions! Saves us hours every week.,sms,
814,316,,10,promoter,Best project management tool we've used. Highly recommend.,sms,34.2
133,3117,,0,detractor,Switched from competitor and regret it honestly.,email,
1197,6082,,9,promoter,"Great product, easy to use. Team adopted it quickly.",email,23.1
385,566,,10,promoter,Reporting features give us exactly the insights we need.,email,
1128,6405,,10,promoter,"Mobile app works great, can manage tasks on the go.",,12.4
640,5953,,2,detractor,Bugs everywhere. Feels like we're beta testing.,email,
364,1383,,4,detractor,Way too expensive for what it offers.,email,
1165,4388,,5,detractor,Integration with our tools doesn't work properly.,,
854,5951,,10,promoter,Custom workflows are a game changer for our process.,,45.6
1032,1695,,7,passive,Good product but could use more integrations.,,
78,487,,9,promoter,Best project management tool we've used. Highly recommend.,,23.9
619,2937,,4,detractor,Integration with our tools doesn't work properly.,in_app,35.9
90,8444,,6,detractor,Way too expensive for what it offers.,sms,24.4
710,3559,,7,passive,,in_app,33.0
194,3944,,3,detractor,The interface is confusing and hard to navigate.,email,
530,7322,,7,passive,,,3.0
1104,2556,,7,passive,,,
272,4755,,5,detractor,Integration with our tools doesn't work properly.,email,
784,7029,,3,detractor,Mobile app crashes constantly on Android.,in_app,
815,640,,8,passive,Gets the job done but competitor X has better reporting.,,
1076,2846,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
719,5261,,6,detractor,Mobile app crashes constantly on Android.,,56.0
746,5587,,4,detractor,Bugs everywhere. Feels like we're beta testing.,,
491,8089,,6,detractor,Switched from competitor and regret it honestly.,,10.4
962,4281,,7,passive,"OK for basic project management, nothing special.",sms,
714,562,,5,detractor,Support takes forever to respond to tickets.,email,41.5
1188,5137,,4,detractor,Lost data after an update. Very disappointed.,,
558,3678,,7,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
499,2119,,5,detractor,Switched from competitor and regret it honestly.,,
1109,4358,,10,promoter,Support team is incredibly responsive and helpful.,sms,
204,1596,,3,detractor,The interface is confusing and hard to navigate.,,0.7
151,2027,,9,promoter,The Gantt charts are exactly what we needed.,,45.9
76,4771,,7,passive,,,
1059,2569,,10,promoter,"Mobile app works great, can manage tasks on the go.",in_app,
265,4975,,10,promoter,Reporting features give us exactly the insights we need.,sms,
473,5794,,7,passive,Good product but could use more integrations.,,
374,1168,,7,passive,"Decent, but the pricing is a bit high for what you get.",email,58.4
261,4197,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,27.0
785,3443,,5,detractor,Mobile app crashes constantly on Android.,,
920,5606,,7,passive,Would be better with better export options.,sms,71.5
119,1392,,0,detractor,Admin settings are a nightmare to configure.,,
384,5940,,2,detractor,Way too expensive for what it offers.,,
1160,890,,7,passive,"Some features feel half-baked, like time tracking.",,6.4
1133,928,,6,detractor,"Too slow, especially with large projects.",sms,
574,4978,,6,detractor,Admin settings are a nightmare to configure.,email,
1185,835,,5,detractor,The interface is confusing and hard to navigate.,email,
488,1158,,9,promoter,The API is well-documented and easy to integrate with.,,
467,1880,,7,passive,"Decent, but the pricing is a bit high for what you get.",sms,29.2
176,5828,,8,passive,"Decent, but the pricing is a bit high for what you get.",email,
260,2721,,9,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
279,7604,,4,detractor,Mobile app crashes constantly on Android.,,
928,5730,,9,promoter,Support team is incredibly responsive and helpful.,,
269,269,,9,promoter,The Gantt charts are exactly what we needed.,in_app,
1078,7489,,3,detractor,Lost data after an update. Very disappointed.,email,
1119,7225,,2,detractor,Integration with our tools doesn't work properly.,,
394,4056,,8,passive,Gets the job done but competitor X has better reporting.,,
142,7367,,5,detractor,Switched from competitor and regret it honestly.,,55.6
672,1012,,9,promoter,"Mobile app works great, can manage tasks on the go.",sms,
727,1168,,8,passive,Gets the job done but competitor X has better reporting.,email,
372,3489,,8,passive,Good product but could use more integrations.,,
1084,84,,7,passive,Solid tool but UI could be more intuitive.,in_app,
1117,2501,,10,promoter,The API is well-documented and easy to integrate with.,,25.1
1126,133,,8,passive,,in_app,
351,7108,,10,promoter,The Gantt charts are exactly what we needed.,sms,
927,4612,,8,passive,Solid tool but UI could be more intuitive.,sms,
840,415,,7,passive,,,
120,6581,,7,passive,Works fine but the mobile app needs improvement.,in_app,
285,2976,,7,passive,,in_app,
502,690,,6,detractor,Way too expensive for what it offers.,,
892,3250,,4,detractor,Support takes forever to respond to tickets.,,
761,892,,5,detractor,Lost data after an update. Very disappointed.,email,
964,17,,10,promoter,Reporting features give us exactly the insights we need.,,70.8
1072,1024,,3,detractor,Bugs everywhere. Feels like we're beta testing.,email,
431,1281,,0,detractor,Way too expensive for what it offers.,in_app,
332,7731,,10,promoter,Reporting features give us exactly the insights we need.,sms,4.3
1128,5458,,5,detractor,Integration with our tools doesn't work properly.,,
148,2689,,7,passive,"OK for basic project management, nothing special.",,14.7
525,5212,,10,promoter,Best project management tool we've used. Highly recommend.,sms,
263,1904,,10,promoter,Reporting features give us exactly the insights we need.,email,34.4
1191,7426,,5,detractor,Switched from competitor and regret it honestly.,,
299,3929,,2,detractor,Admin settings are a nightmare to configure.,,71.4
48,11,,0,detractor,Support takes forever to respond to tickets.,,43.1
291,5999,,9,promoter,The Gantt charts are exactly what we needed.,,
212,7452,,8,passive,Gets the job done but competitor X has better reporting.,email,
281,4943,,6,detractor,Admin settings are a nightmare to configure.,,
598,5958,,9,promoter,The API is well-documented and easy to integrate with.,,
633,4954,,6,detractor,Way too expensive for what it offers.,,
63,1736,,7,passive,Would be better with better export options.,,
138,3544,,1,detractor,Support takes forever to respond to tickets.,in_app,
127,2547,,9,promoter,The Gantt charts are exactly what we needed.,in_app,30.0
149,8255,,1,detractor,Admin settings are a nightmare to configure.,in_app,
994,419,,7,passive,Good product but could use more integrations.,in_app,
597,601,,8,passive,Would be better with better export options.,,
780,3727,,6,detractor,Support takes forever to respond to tickets.,,10.6
1045,8009,,9,promoter,Love the AI task suggestions! Saves us hours every week.,sms,
1165,2820,,7,passive,"OK for basic project management, nothing special.",,
1045,4770,,7,passive,Works fine but the mobile app needs improvement.,,
612,1567,,8,passive,,email,38.6
24,1704,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
230,3546,,4,detractor,Support takes forever to respond to tickets.,,
576,4190,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,
592,691,,3,detractor,The interface is confusing and hard to navigate.,email,40.1
516,2664,,7,passive,,in_app,
34,7659,,7,passive,"OK for basic project management, nothing special.",sms,70.4
650,454,,7,passive,,in_app,50.9
65,4040,,6,detractor,Switched from competitor and regret it honestly.,,
864,1122,,8,passive,"Some features feel half-baked, like time tracking.",,44.1
513,6504,,7,passive,Good product but could use more integrations.,in_app,44.1
458,2068,,8,passive,Gets the job done but competitor X has better reporting.,,
863,5269,,10,promoter,The API is well-documented and easy to integrate with.,,
1103,6249,,3,detractor,The interface is confusing and hard to navigate.,,
201,7345,,8,passive,,in_app,
730,722,,6,detractor,Support takes forever to respond to tickets.,,31.8
73,2912,,8,passive,Solid tool but UI could be more intuitive.,,
311,207,,7,passive,Gets the job done but competitor X has better reporting.,sms,5.9
1071,2767,,7,passive,Would be better with better export options.,email,17.3
489,7289,,8,passive,"OK for basic project management, nothing special.",email,1.8
11,5778,,7,passive,,,14.0
687,3450,,6,detractor,Way too expensive for what it offers.,,
724,3361,,7,passive,"OK for basic project management, nothing special.",,
515,8225,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
887,6150,,3,detractor,Mobile app crashes constantly on Android.,,
677,3273,,8,passive,,email,
884,1026,,8,passive,,,
289,4867,,8,passive,"Decent, but the pricing is a bit high for what you get.",sms,
901,3043,,0,detractor,Switched from competitor and regret it honestly.,,38.4
220,7785,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
46,8479,,4,detractor,"Too slow, especially with large projects.",sms,2.9
1134,4130,,10,promoter,Support team is incredibly responsive and helpful.,,54.3
227,2255,,8,passive,Works fine but the mobile app needs improvement.,,6.4
67,7948,,8,passive,Would be better with better export options.,,41.2
851,417,,10,promoter,The Gantt charts are exactly what we needed.,in_app,
1016,758,,9,promoter,"Onboarding was smooth, team was productive within a day.",sms,
395,2523,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
42,2651,,5,detractor,"Too slow, especially with large projects.",,
701,1480,,0,detractor,Switched from competitor and regret it honestly.,email,10.4
21,4843,,8,passive,"Some features feel half-baked, like time tracking.",,
822,313,,6,detractor,Integration with our tools doesn't work properly.,,1.9
257,6875,,8,passive,Works fine but the mobile app needs improvement.,,
1060,4045,,5,detractor,The interface is confusing and hard to navigate.,,
111,928,,10,promoter,Support team is incredibly responsive and helpful.,in_app,57.5
49,5334,,4,detractor,Bugs everywhere. Feels like we're beta testing.,,24.6
893,529,,10,promoter,Support team is incredibly responsive and helpful.,sms,21.5
575,7772,,10,promoter,The Gantt charts are exactly what we needed.,,
364,6840,,0,detractor,Switched from competitor and regret it honestly.,in_app,
662,6758,,7,passive,,in_app,
97,7779,,7,passive,,,58.1
687,3548,,6,detractor,Lost data after an update. Very disappointed.,,11.9
907,8300,,7,passive,Solid tool but UI could be more intuitive.,,10.8
852,5372,,4,detractor,Switched from competitor and regret it honestly.,,17.9
911,7529,,6,detractor,Mobile app crashes constantly on Android.,sms,
1060,1981,,8,passive,Good product but could use more integrations.,,
475,1590,,1,detractor,Support takes forever to respond to tickets.,sms,0.8
350,118,,0,detractor,Support takes forever to respond to tickets.,,
794,3232,,9,promoter,"Mobile app works great, can manage tasks on the go.",,15.9
291,3100,,3,detractor,Bugs everywhere. Feels like we're beta testing.,,
625,1607,,5,detractor,Mobile app crashes constantly on Android.,email,
481,730,,10,promoter,The API is well-documented and easy to integrate with.,email,47.9
1132,5892,,8,passive,"Some features feel half-baked, like time tracking.",,
651,2327,,6,detractor,Switched from competitor and regret it honestly.,,
1020,1743,,3,detractor,Mobile app crashes constantly on Android.,,
720,4390,,8,passive,Good product but could use more integrations.,in_app,18.2
795,7178,,7,passive,Gets the job done but competitor X has better reporting.,,
262,2400,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
553,4565,,7,passive,,email,22.5
1028,5178,,10,promoter,"Great product, easy to use. Team adopted it quickly.",sms,20.9
1171,4699,,6,detractor,Lost data after an update. Very disappointed.,,
217,324,,7,passive,"Decent, but the pricing is a bit high for what you get.",,44.7
1181,5544,,10,promoter,Best project management tool we've used. Highly recommend.,sms,
1059,5174,,8,passive,Gets the job done but competitor X has better reporting.,in_app,15.5
351,6362,,6,detractor,Lost data after an update. Very disappointed.,sms,1.8
812,224,,8,passive,Would be better with better export options.,sms,
132,5562,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
586,3743,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
984,3201,,4,detractor,The interface is confusing and hard to navigate.,,14.0
415,3517,,5,detractor,Integration with our tools doesn't work properly.,email,14.3
637,1317,,7,passive,,,
289,6473,,9,promoter,"Mobile app works great, can manage tasks on the go.",in_app,
1170,1925,,1,detractor,Admin settings are a nightmare to configure.,in_app,20.7
895,4362,,5,detractor,"Too slow, especially with large projects.",,
44,4890,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
614,8120,,0,detractor,"Too slow, especially with large projects.",sms,
175,6406,,7,passive,,,
1031,4862,,9,promoter,The API is well-documented and easy to integrate with.,,
565,6334,,2,detractor,Lost data after an update. Very disappointed.,,
411,6099,,1,detractor,Way too expensive for what it offers.,sms,
299,5867,,8,passive,Would be better with better export options.,,
56,3544,,9,promoter,Reporting features give us exactly the insights we need.,,8.4
712,2307,,6,detractor,"Too slow, especially with large projects.",,
1012,7864,,0,detractor,Switched from competitor and regret it honestly.,email,
1030,6996,,8,passive,,sms,
1199,7298,,9,promoter,Best project management tool we've used. Highly recommend.,,
705,3546,,6,detractor,Integration with our tools doesn't work properly.,,26.1
406,8269,,10,promoter,Support team is incredibly responsive and helpful.,sms,61.7
1064,7764,,7,passive,Gets the job done but competitor X has better reporting.,,50.7
691,3613,,2,detractor,Support takes forever to respond to tickets.,,12.6
988,7161,,8,passive,Would be better with better export options.,,51.2
476,2225,,8,passive,Solid tool but UI could be more intuitive.,in_app,
369,5977,,9,promoter,Custom workflows are a game changer for our process.,in_app,2.2
379,6995,,9,promoter,The Gantt charts are exactly what we needed.,,
681,3073,,9,promoter,"Mobile app works great, can manage tasks on the go.",,
1177,3494,,7,passive,"Decent, but the pricing is a bit high for what you get.",sms,
1023,1501,,10,promoter,"Great product, easy to use. Team adopted it quickly.",sms,
236,3139,,7,passive,,email,
432,2122,,7,passive,"Decent, but the pricing is a bit high for what you get.",,39.5
474,3045,,10,promoter,The Gantt charts are exactly what we needed.,,
542,422,,7,passive,Would be better with better export options.,email,
829,3208,,3,detractor,The interface is confusing and hard to navigate.,,
338,2215,,8,passive,Works fine but the mobile app needs improvement.,sms,
209,2998,,8,passive,,,
142,8201,,5,detractor,The interface is confusing and hard to navigate.,,
238,2805,,9,promoter,The Gantt charts are exactly what we needed.,,16.3
78,3569,,7,passive,Solid tool but UI could be more intuitive.,,47.9
676,6625,,7,passive,"Some features feel half-baked, like time tracking.",,
113,7716,,9,promoter,The API is well-documented and easy to integrate with.,sms,
589,2792,,7,passive,Gets the job done but competitor X has better reporting.,email,57.8
116,4812,,8,passive,"Decent, but the pricing is a bit high for what you get.",,39.8
323,3942,,8,passive,Good product but could use more integrations.,,
966,5756,,8,passive,,,37.5
514,7403,,2,detractor,Admin settings are a nightmare to configure.,,25.7
745,2703,,4,detractor,Mobile app crashes constantly on Android.,in_app,
108,1735,,6,detractor,Admin settings are a nightmare to configure.,email,
1188,7038,,6,detractor,Way too expensive for what it offers.,in_app,
103,2685,,8,passive,,sms,
83,1311,,8,passive,,email,24.6
409,4623,,7,passive,Solid tool but UI could be more intuitive.,,52.2
143,424,,9,promoter,"Great product, easy to use. Team adopted it quickly.",sms,32.0
312,2169,,10,promoter,The API is well-documented and easy to integrate with.,,
975,6291,,7,passive,Solid tool but UI could be more intuitive.,email,36.6
268,7786,,7,passive,,sms,48.3
707,3308,,5,detractor,Switched from competitor and regret it honestly.,in_app,
230,6230,,8,passive,Would be better with better export options.,,
249,424,,7,passive,"OK for basic project management, nothing special.",,
558,8036,,7,passive,Would be better with better export options.,sms,
801,549,,10,promoter,Best project management tool we've used. Highly recommend.,,21.4
639,5403,,9,promoter,"Onboarding was smooth, team was productive within a day.",,5.6
453,4789,,7,passive,"Some features feel half-baked, like time tracking.",sms,45.7
56,2648,,9,promoter,Best project management tool we've used. Highly recommend.,,68.0
507,6646,,1,detractor,Switched from competitor and regret it honestly.,sms,31.1
214,48,,8,passive,Works fine but the mobile app needs improvement.,,
707,5633,,7,passive,"Decent, but the pricing is a bit high for what you get.",,15.5
539,2451,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
66,1433,,3,detractor,The interface is confusing and hard to navigate.,in_app,
80,8483,,9,promoter,Support team is incredibly responsive and helpful.,sms,
522,3497,,8,passive,"OK for basic project management, nothing special.",in_app,3.5
589,3614,,9,promoter,The Gantt charts are exactly what we needed.,email,
860,6285,,7,passive,,in_app,69.1
809,7055,,8,passive,,,
211,4924,,6,detractor,Switched from competitor and regret it honestly.,sms,
95,5924,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
973,5393,,8,passive,,,
426,1495,,10,promoter,The Gantt charts are exactly what we needed.,in_app,
438,3373,,8,passive,Would be better with better export options.,,51.9
985,4075,,7,passive,"OK for basic project management, nothing special.",email,
249,1201,,7,passive,Good product but could use more integrations.,email,
1193,920,,8,passive,Good product but could use more integrations.,sms,
561,4266,,7,passive,Works fine but the mobile app needs improvement.,in_app,71.8
26,7256,,7,passive,Good product but could use more integrations.,in_app,
1040,6254,,8,passive,Would be better with better export options.,email,55.8
918,5781,,8,passive,Good product but could use more integrations.,sms,
1177,2611,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
947,1437,,10,promoter,"Onboarding was smooth, team was productive within a day.",,
85,4801,,7,passive,"Decent, but the pricing is a bit high for what you get.",,53.5
755,4017,,7,passive,Good product but could use more integrations.,,
818,6943,,4,detractor,Switched from competitor and regret it honestly.,sms,
553,6527,,7,passive,"Some features feel half-baked, like time tracking.",,
632,7297,,10,promoter,Reporting features give us exactly the insights we need.,,
1156,5891,,3,detractor,Mobile app crashes constantly on Android.,email,
715,1861,,5,detractor,Lost data after an update. Very disappointed.,,
1189,4145,,10,promoter,"Onboarding was smooth, team was productive within a day.",in_app,54.7
1143,2246,,6,detractor,The interface is confusing and hard to navigate.,,13.4
633,2412,,4,detractor,Mobile app crashes constantly on Android.,,
605,8197,,6,detractor,Switched from competitor and regret it honestly.,email,
289,6292,,5,detractor,Bugs everywhere. Feels like we're beta testing.,email,
1021,6523,,1,detractor,Mobile app crashes constantly on Android.,,
94,7281,,7,passive,Good product but could use more integrations.,,
899,4109,,6,detractor,Support takes forever to respond to tickets.,,
845,2594,,8,passive,Solid tool but UI could be more intuitive.,,
188,7517,,9,promoter,Reporting features give us exactly the insights we need.,,
975,6094,,6,detractor,Integration with our tools doesn't work properly.,email,
24,6505,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
1037,4023,,10,promoter,Support team is incredibly responsive and helpful.,sms,5.8
131,7561,,7,passive,Works fine but the mobile app needs improvement.,,
958,7795,,9,promoter,The Gantt charts are exactly what we needed.,,27.0
1162,5047,,10,promoter,The API is well-documented and easy to integrate with.,,
395,4173,,4,detractor,"Too slow, especially with large projects.",,27.6
579,1028,,8,passive,Works fine but the mobile app needs improvement.,in_app,68.2
1018,792,,7,passive,,,3.5
9,4246,,8,passive,,in_app,6.5
680,1028,,9,promoter,Love the AI task suggestions! Saves us hours every week.,email,
63,6393,,6,detractor,Integration with our tools doesn't work properly.,sms,67.7
30,7235,,8,passive,Works fine but the mobile app needs improvement.,sms,
525,3236,,3,detractor,Lost data after an update. Very disappointed.,,54.8
983,3849,,0,detractor,Support takes forever to respond to tickets.,,
22,310,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,
165,6080,,7,passive,Works fine but the mobile app needs improvement.,in_app,
917,4933,,2,detractor,Switched from competitor and regret it honestly.,,
210,3998,,10,promoter,"Onboarding was smooth, team was productive within a day.",,
734,5387,,10,promoter,"Great product, easy to use. Team adopted it quickly.",sms,
1100,2864,,5,detractor,"Too slow, especially with large projects.",in_app,
500,6449,,2,detractor,Way too expensive for what it offers.,sms,52.1
679,6143,,7,passive,Gets the job done but competitor X has better reporting.,in_app,46.6
1053,809,,2,detractor,Support takes forever to respond to tickets.,,22.3
953,3845,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
222,7406,,9,promoter,Best project management tool we've used. Highly recommend.,,
151,2429,,6,detractor,Support takes forever to respond to tickets.,,47.6
530,529,,6,detractor,Switched from competitor and regret it honestly.,,
530,7189,,10,promoter,Custom workflows are a game changer for our process.,email,8.7
307,3922,,10,promoter,Love the AI task suggestions! Saves us hours every week.,in_app,12.2
1065,7902,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
897,188,,10,promoter,The Gantt charts are exactly what we needed.,in_app,38.6
905,1219,,9,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,25.6
426,7393,,5,detractor,Integration with our tools doesn't work properly.,sms,
314,8209,,8,passive,Good product but could use more integrations.,email,
514,5935,,8,passive,Gets the job done but competitor X has better reporting.,,
557,8207,,9,promoter,Support team is incredibly responsive and helpful.,in_app,
499,5811,,7,passive,"Some features feel half-baked, like time tracking.",,
44,2092,,8,passive,"Decent, but the pricing is a bit high for what you get.",in_app,12.3
506,3085,,7,passive,Would be better with better export options.,email,
42,1695,,8,passive,,in_app,
592,8103,,5,detractor,Lost data after an update. Very disappointed.,sms,
17,6112,,0,detractor,"Too slow, especially with large projects.",,
303,3773,,7,passive,Gets the job done but competitor X has better reporting.,,
967,1528,,8,passive,"Some features feel half-baked, like time tracking.",,
593,5192,,10,promoter,"Onboarding was smooth, team was productive within a day.",sms,13.4
1166,3200,,7,passive,"OK for basic project management, nothing special.",email,
685,521,,6,detractor,The interface is confusing and hard to navigate.,in_app,
149,5247,,1,detractor,Way too expensive for what it offers.,in_app,
1103,2431,,7,passive,,sms,
10,1093,,7,passive,,sms,10.7
614,1900,,8,passive,Would be better with better export options.,sms,9.6
64,5079,,10,promoter,The Gantt charts are exactly what we needed.,in_app,
